SA2_CODE_2021,total_population,australia_born,country_birth_not_stated,overseas_born,overseas_percent
205021086,6977,5468,413,1096,15.71
205031087,9446,7368,876,1202,12.72
205031088,139,102,15,22,15.83
205031089,9842,8087,655,1100,11.18
205031090,11502,9448,816,1238,10.76
205031091,13799,10298,1136,2365,17.14
205031092,16,12,5,0,0.0
205031093,26792,21070,1927,3795,14.16
205041094,11912,9714,923,1275,10.7
205041095,17291,13629,1376,2286,13.22
205041096,14432,10398,1721,2313,16.03
205041098,4707,4072,331,304,6.46
205041493,12000,9657,839,1504,12.53
205041494,16822,13796,861,2165,12.87
205051099,23,14,8,1,4.35
205051100,4915,3869,395,651,13.25
205051101,14756,12389,1160,1207,8.18
205051102,4928,3831,499,598,12.13
205051103,15301,12460,892,1949,12.74
205051104,5605,4431,546,628,11.2
206011106,12738,8403,485,3850,30.22
206011107,14318,9526,484,4308,30.09
206011109,10390,7751,267,2372,22.83
206011495,12890,8594,341,3955,30.68
206011496,12983,8610,438,3935,30.31
206011497,12535,8014,475,4046,32.28
206011498,14031,9811,372,3848,27.42
206021110,8994,6693,257,2044,22.73
206021112,18919,13334,534,5051,26.7
206021499,15068,10946,496,3626,24.06
206021500,10299,7393,349,2557,24.83
206031113,15191,10216,790,4185,27.55
206031115,9065,5067,667,3331,36.75
206031116,16224,11128,515,4581,28.24
206031501,16042,11780,488,3774,23.53
206031502,12191,8625,413,3153,25.86
206041117,16655,6433,1114,9108,54.69
206041118,15493,4601,1362,9530,61.51
206041119,4896,3291,262,1343,27.43
206041120,77,42,0,35,45.45
206041121,10745,7017,396,3332,31.01
206041124,7297,4177,425,2695,36.93
206041125,6423,3797,524,2102,32.73
206041127,0,0,0,0,0
206041503,9848,3019,1071,5758,58.47
206041504,16870,2716,1437,12717,75.38
206041505,15648,3549,1295,10804,69.04
206041506,15637,7636,1368,6633,42.42
206041507,0,0,0,0,0
206041508,6463,2273,441,3749,58.01
206041509,16101,5232,798,10071,62.55
206041510,7446,3059,355,4032,54.15
206051128,15825,9733,703,5389,34.05
206051129,14818,10042,850,3926,26.49
206051130,16192,10632,886,4674,28.87
206051134,15813,9809,877,5127,32.42
206051511,1907,801,267,839,44.0
206051512,11693,6935,656,4102,35.08
206051513,11857,6436,896,4525,38.16
206051514,13858,7475,1235,5148,37.15
206061135,9336,6280,367,2689,28.8
206061136,19119,12118,933,6068,31.74
206061138,12953,8145,809,3999,30.87
206061515,11192,5595,848,4749,42.43
206061516,9939,5718,642,3579,36.01
206071139,9088,5507,494,3087,33.97
206071140,8186,6049,281,1856,22.67
206071141,9179,5359,627,3193,34.79
206071142,10431,6285,883,3263,31.28
206071143,12781,9084,531,3166,24.77
206071145,9855,7381,340,2134,21.65
206071517,17671,12679,752,4240,23.99
206071518,13867,7964,767,5136,37.04
207011146,7952,5510,215,2227,28.01
207011147,16163,8562,455,7146,44.21
207011148,21123,11457,500,9166,43.39
207011149,21232,14017,593,6622,31.19
207011150,16829,11942,418,4469,26.56
207011152,15684,10322,510,4852,30.94
207011154,6482,4515,146,1821,28.09
207011155,15944,10998,415,4531,28.42
207011519,9890,7036,389,2465,24.92
207011520,11957,7815,441,3701,30.95
207011521,11601,7780,301,3520,30.34
207011522,13039,8534,500,4005,30.72
207021156,11289,6335,314,4640,41.1
207021157,24814,10432,821,13561,54.65
207021159,16966,9253,492,7221,42.56
207021160,14191,8118,424,5649,39.81
207021424,15672,7370,332,7970,50.86
207021425,15454,6709,525,8220,53.19
207031161,22106,14117,557,7432,33.62
207031162,10939,6578,327,4034,36.88
207031163,22841,9396,1263,12182,53.33
207031164,18126,9787,503,7836,43.23
207031165,12336,5757,660,5919,47.98
207031166,10675,4839,276,5560,52.08
207031167,10166,6836,288,3042,29.92
208011168,14021,10323,378,3320,23.68
208011169,22758,15725,791,6242,27.43
208011170,16540,11133,504,4903,29.64
208011171,12439,8609,350,3480,27.98
208011172,18200,12482,655,5063,27.82
208011173,17358,12309,607,4442,25.59
208021174,24896,14951,771,9174,36.85
208021176,18534,9969,519,8046,43.41
208021177,22362,13635,917,7810,34.93
208021178,18075,10603,598,6874,38.03
208021179,11904,8019,372,3513,29.51
208021180,7563,4387,216,2960,39.14
208021181,9369,5963,232,3174,33.88
208021182,13128,7099,451,5578,42.49
208021426,16583,9933,474,6176,37.24
208021427,14057,9036,333,4688,33.35
208031183,8853,5587,158,3108,35.11
208031184,31,18,3,10,32.26
208031185,12032,8673,366,2993,24.88
208031186,15204,10928,666,3610,23.74
208031187,5393,3855,182,1356,25.14
208031188,24085,15654,823,7608,31.59
208031189,13563,10542,393,2628,19.38
208031190,13197,9059,334,3804,28.82
208031191,9116,5596,321,3199,35.09
208031192,26,3,0,23,88.46
208031193,21199,15456,561,5182,24.44
208041194,20239,14251,608,5380,26.58
208041195,21923,14781,627,6515,29.72
209011196,9831,6466,321,3044,30.96
209011197,20807,16153,494,4160,19.99
209011198,16039,11179,483,4377,27.29
209011199,14852,9422,887,4543,30.59
209011200,12458,8752,375,3331,26.74
209011201,7740,5825,209,1706,22.04
209011202,16539,13304,434,2801,16.94
209011203,18733,13338,416,4979,26.58
209011204,9236,6986,263,1987,21.51
209021205,10408,5587,504,4317,41.48
209021428,20711,12849,857,7005,33.82
209021429,12696,8497,400,3799,29.92
209021523,14795,8397,781,5617,37.97
209021524,9801,5453,605,3743,38.19
209021525,12799,7489,854,4456,34.82
209021526,14090,9001,609,4480,31.8
209031209,23444,18568,565,4311,18.39
209031210,3554,3061,75,418,11.76
209031211,4204,3367,421,416,9.9
209031212,5091,4144,323,624,12.26
209031213,9454,7407,207,1840,19.46
209031214,6935,5732,197,1006,14.51
209031215,14417,12002,312,2103,14.59
209041216,7350,4272,307,2771,37.7
209041217,6186,3200,312,2674,43.23
209041220,17470,10683,600,6187,35.41
209041221,11240,6676,387,4177,37.16
209041223,19998,8719,961,10318,51.6
209041224,22627,17221,1138,4268,18.86
209041225,10661,7909,761,1991,18.68
209041431,13144,7567,1099,4478,34.07
209041432,8204,4312,469,3423,41.72
209041433,12143,6185,476,5482,45.15
209041435,12595,8388,298,3909,31.04
209041436,12392,8056,371,3965,32.0
209041437,24407,11334,876,12197,49.97
209041527,16299,13042,398,2859,17.54
209041528,10471,7702,252,2517,24.04
209041529,9947,4420,574,4953,49.79
209041530,13513,6593,715,6205,45.92
209041531,11427,7140,348,3939,34.47
209041532,11940,7249,413,4278,35.83
210011226,8173,5899,214,2060,25.2
210011227,13,3,5,5,38.46
210011228,8548,6187,282,2079,24.32
210011230,7460,5680,237,1543,20.68
210011231,10031,7860,230,1941,19.35
210011533,12388,6969,493,4926,39.76
210011534,15073,10201,497,4375,29.03
210021232,14222,11874,511,1837,12.92
210021233,3523,2770,220,533,15.13
210021234,4457,3782,179,496,11.13
210021235,10765,8970,676,1119,10.39
210031236,8425,5389,448,2588,30.72
210031237,14002,6794,880,6328,45.19
210031439,3111,2259,91,761,24.46
210031440,6241,3813,399,2029,32.51
210031535,14783,7628,1011,6144,41.56
210031536,8857,4367,454,4036,45.57
210031537,7898,4812,315,2771,35.08
210031538,17214,11332,699,5183,30.11
210041240,13671,11006,497,2168,15.86
210041539,5237,3753,248,1236,23.6
210041540,14985,11450,683,2852,19.03
210041541,11166,9008,442,1716,15.37
210051242,13859,5738,1427,6694,48.3
210051243,16057,7444,1263,7350,45.77
210051245,18024,11804,771,5449,30.23
210051246,22095,14043,693,7359,33.31
210051247,14890,6893,1114,6883,46.23
210051248,126,54,52,20,15.87
210051250,6576,4015,345,2216,33.7
210051441,8099,4666,456,2977,36.76
210051442,12309,6212,516,5581,45.34
210051443,21673,10475,984,10214,47.13
210051445,23374,11512,1237,10625,45.46
210051542,9842,3953,284,5605,56.95
210051543,12999,5278,561,7160,55.08
210051544,9479,4415,430,4634,48.89
210051545,14658,6382,601,7675,52.36
211011251,12589,7694,480,4415,35.07
211011254,16601,9292,472,6837,41.18
211011255,6594,4952,143,1499,22.73
211011256,15418,9426,310,5682,36.85
211011257,7905,5298,151,2456,31.07
211011258,10375,6498,224,3653,35.21
211011259,14341,8209,439,5693,39.7
211011260,17942,9506,452,7984,44.5
211011446,23560,16188,955,6417,27.24
211011447,14145,10257,501,3387,23.94
211011448,15334,10999,444,3891,25.37
211011449,4345,3545,129,671,15.44
211021261,16275,10698,519,5058,31.08
211021262,10112,7951,256,1905,18.84
211031263,11871,8901,355,2615,22.03
211031265,18059,14211,336,3512,19.45
211031266,18715,11470,637,6608,35.31
211031267,21132,15095,646,5391,25.51
211031268,9654,7288,171,2195,22.74
211031450,16109,11502,563,4044,25.1
211031451,14139,10134,477,3528,24.95
211031452,4898,3768,131,999,20.4
211041269,10780,5868,347,4565,42.35
211041270,16795,10785,372,5638,33.57
211041271,12413,7131,585,4697,37.84
211041272,10993,6636,213,4144,37.7
211041273,11954,6136,294,5524,46.21
211051274,10005,7973,306,1726,17.25
211051275,11779,8865,378,2536,21.53
211051276,14065,11318,749,1998,14.21
211051277,9916,7541,300,2075,20.93
211051278,19599,15664,686,3249,16.58
211051279,5816,4697,225,894,15.37
211051280,6943,5753,181,1009,14.53
211051281,23146,17511,664,4971,21.48
211051282,9706,7607,309,1790,18.44
211051283,9799,8385,167,1247,12.73
211051284,9777,7882,231,1664,17.02
211051285,7902,6712,272,918,11.62
211051286,16799,13440,1275,2084,12.41
212011289,18633,14910,1160,2563,13.76
212011546,23632,15732,757,7143,30.23
212011547,9868,8093,797,978,9.91
212011548,10069,8207,561,1301,12.92
212011549,15441,11094,750,3597,23.3
212011550,7479,5102,216,2161,28.89
212011551,6439,4039,493,1907,29.62
212011552,26783,17506,1135,8142,30.4
212021293,22963,15586,904,6473,28.19
212021295,11889,4418,967,6504,54.71
212021297,11472,4691,644,6137,53.5
212021299,8241,5628,309,2304,27.96
212021453,12086,5827,552,5707,47.22
212021454,13360,6161,576,6623,49.57
212021455,13504,8100,578,4826,35.74
212021456,14758,7748,849,6161,41.75
212021553,17760,10457,556,6747,37.99
212021554,11254,6265,388,4601,40.88
212031300,21281,12580,1567,7134,33.52
212031303,17400,12091,633,4676,26.87
212031304,21535,11818,807,8910,41.37
212031306,18027,7670,645,9712,53.87
212031308,8024,6661,432,931,11.6
212031457,13152,8147,311,4694,35.69
212031458,16713,8769,547,7397,44.26
212031555,10535,4681,309,5545,52.63
212031556,14802,6787,476,7539,50.93
212031557,23415,11689,894,10832,46.26
212031558,12289,6212,488,5589,45.48
212031559,12772,5758,391,6623,51.86
212031560,11910,6986,581,4343,36.47
212031561,12715,5241,771,6703,52.72
212031562,13368,5483,820,7065,52.85
212041309,11554,5354,383,5817,50.35
212041310,13381,4419,555,8407,62.83
212041312,22526,9769,1292,11465,50.9
212041313,10499,7434,302,2763,26.32
212041316,7456,3304,332,3820,51.23
212041317,22248,6427,1057,14764,66.36
212041318,12621,4612,423,7586,60.11
212041459,12739,4383,776,7580,59.5
212041460,19591,6664,892,12035,61.43
212041563,21487,6247,2064,13176,61.32
212041564,9350,3471,580,5299,56.67
212041565,15096,6430,545,8121,53.8
212041566,15093,6642,290,8161,54.07
212051319,19507,10259,797,8451,43.32
212051321,21603,8687,607,12309,56.98
212051322,21036,7508,800,12728,60.51
212051323,16073,7647,477,7949,49.46
212051324,19265,9727,616,8922,46.31
212051325,19889,10006,650,9233,46.42
212051326,22928,12305,857,9766,42.59
212051327,20652,10252,831,9569,46.33
212051567,9829,2900,845,6084,61.9
212051568,12052,3290,684,8078,67.03
213011328,7502,3439,614,3449,45.97
213011329,10038,4551,329,5158,51.38
213011331,8077,3808,391,3878,48.01
213011332,13082,7205,624,5253,40.15
213011333,13983,5614,886,7483,53.51
213011334,20581,6809,1814,11958,58.1
213011335,17454,5561,1635,10258,58.77
213011336,9445,4329,557,4559,48.27
213011337,12047,4754,757,6536,54.25
213011338,18558,7978,1117,9463,50.99
213011339,11726,6355,509,4862,41.46
213011340,16910,10920,507,5483,32.42
213011569,18004,7646,1236,9122,50.67
213011570,8653,4122,357,4174,48.24
213021341,13556,9197,582,3777,27.86
213021342,18479,11485,843,6151,33.29
213021343,14931,8803,892,5236,35.07
213021344,18753,13757,613,4383,23.37
213021345,4952,2853,201,1898,38.33
213021346,15912,11733,522,3657,22.98
213031347,19068,8429,1082,9557,50.12
213031348,17131,8720,1283,7128,41.61
213031349,12573,6646,433,5494,43.7
213031350,9247,6496,263,2488,26.91
213031351,11735,7170,628,3937,33.55
213031352,15463,11129,528,3806,24.61
213041353,24717,19841,1005,3871,15.66
213041358,21208,13790,1322,6096,28.74
213041359,17553,8707,772,8074,46.0
213041360,19539,11928,552,7059,36.13
213041461,5800,2847,178,2775,47.84
213041462,6377,3125,147,3105,48.69
213041463,20365,11139,796,8430,41.39
213041571,9829,6081,451,3297,33.54
213041572,7598,3580,392,3626,47.72
213041573,2990,2438,71,481,16.09
213041574,10098,5500,342,4256,42.15
213041575,16182,10846,475,4861,30.04
213041576,11632,8373,612,2647,22.76
213041577,7886,4973,791,2122,26.91
213041578,16658,9432,1457,5769,34.63
213051361,18446,10949,911,6586,35.7
213051362,18772,9942,1132,7698,41.01
213051363,11459,4323,731,6405,55.89
213051368,16810,9691,938,6181,36.77
213051464,19274,8426,917,9931,51.53
213051466,19091,7246,626,11219,58.77
213051467,19010,10850,1346,6814,35.84
213051468,22341,13239,1202,7900,35.36
213051579,10616,4500,416,5700,53.69
213051580,14167,7689,545,5933,41.88
213051581,9565,4234,327,5004,52.32
213051582,10132,3385,533,6214,61.33
213051583,28116,10729,1552,15835,56.32
213051584,7197,2105,435,4657,64.71
213051585,11182,5097,570,5515,49.32
213051586,9340,3250,465,5625,60.22
213051587,9596,3352,380,5864,61.11
213051588,19065,7238,1250,10577,55.48
213051589,9032,4397,576,4059,44.94
213051590,13546,8164,574,4808,35.49
214011370,21976,15609,924,5443,24.77
214011371,23586,16506,1647,5433,23.03
214011372,19453,13805,1567,4081,20.98
214011373,18801,14171,563,4067,21.63
214011374,24939,20165,772,4002,16.05
214011375,17215,12775,1024,3416,19.84
214011376,13303,9595,351,3357,25.23
214021377,13366,9847,990,2529,18.92
214021378,5995,4633,509,853,14.23
214021379,23970,18864,1508,3598,15.01
214021381,18734,13963,601,4170,22.26
214021382,19846,15170,674,4002,20.17
214021383,19811,15185,1778,2848,14.38
214021384,22944,17499,1803,3642,15.87
214021385,18522,15140,648,2734,14.76
214021591,15175,11461,567,3147,20.74
214021592,10581,7587,681,2313,21.86
215011386,8500,6984,482,1034,12.16
215011387,3204,2626,286,292,9.11
215011388,16985,14773,953,1259,7.41
215011389,3471,3028,246,197,5.68
215011390,6956,5810,473,673,9.68
215011391,3453,2938,307,208,6.02
215011392,8504,6772,846,886,10.42
215011393,2766,2274,295,197,7.12
215011394,6501,5506,555,440,6.77
215021395,7700,6402,643,655,8.51
215021396,4976,4138,531,307,6.17
215021398,3726,3022,410,294,7.89
215021399,6138,5005,558,575,9.37
215021469,18027,13528,1463,3036,16.84
215021470,16408,12362,1131,2915,17.77
215031400,6184,5178,604,402,6.5
215031401,6719,5734,619,366,5.45
215031402,3960,3419,313,228,5.76
215031403,3740,1858,474,1408,37.65
215031404,11186,8967,738,1481,13.24
215031405,6477,5089,706,682,10.53
216011406,15636,13360,986,1290,8.25
216011407,11121,9519,744,858,7.72
216011408,3927,3303,429,195,4.97
216011409,4016,3463,339,214,5.33
216011410,4193,3349,455,389,9.28
216021411,6465,4932,468,1065,16.47
216021412,2843,2351,260,232,8.16
216021413,12555,10385,1188,982,7.82
216021414,8661,7341,584,736,8.5
216031415,8312,6483,882,947,11.39
216031416,19928,14714,1456,3758,18.86
216031418,4017,3363,323,331,8.24
216031419,10346,8391,892,1063,10.27
216031593,9082,7252,315,1515,16.68
216031594,16520,10900,1359,4261,25.79
217011420,8920,7456,748,716,8.03
217011421,10346,8894,631,821,7.94
217011422,11230,9423,751,1056,9.4
217011423,6301,5363,486,452,7.17
217031471,3491,2981,268,242,6.93
217031472,12756,10808,685,1263,9.9
217031473,5669,4835,433,401,7.07
217031474,5395,4574,451,370,6.86
217031475,7180,6052,550,578,8.05
217031476,4008,2901,467,640,15.97
217041477,7018,5982,544,492,7.01
217041478,10014,8500,734,780,7.79
217041479,22405,19257,1174,1974,8.81
217041480,13337,11073,825,1439,10.79
297979799,38,9,27,2,5.26
299999499,9089,4283,3416,1390,15.29
301011001,16574,12774,528,3272,19.74
301011002,7550,5612,212,1726,22.86
301011003,15230,11395,382,3453,22.67
301011004,18254,13559,689,4006,21.95
301011005,3877,2947,130,800,20.63
301011006,11893,8646,304,2943,24.75
301021007,15851,10652,558,4641,29.28
301021008,6379,4343,151,1885,29.55
301021009,17765,13650,534,3581,20.16
301021011,8357,6581,153,1623,19.42
301021012,19263,13825,507,4931,25.6
301021013,15140,11372,487,3281,21.67
301021550,2156,1624,269,263,12.2
301021551,8481,5598,868,2015,23.76
301031014,8,4,0,4,50.0
301031015,7890,5821,257,1812,22.97
301031016,11860,9037,318,2505,21.12
301031017,4775,3286,199,1290,27.02
301031018,8881,6438,264,2179,24.54
301031019,9446,6525,155,2766,29.28
301031020,14502,10723,615,3164,21.82
301031021,15681,11240,651,3790,24.17
302011022,7826,5667,222,1937,24.75
302011023,10501,6830,212,3459,32.94
302011024,9844,6333,342,3169,32.19
302011025,10044,7724,204,2116,21.07
302011026,7918,5805,182,1931,24.39
302021027,12912,9206,452,3254,25.2
302021028,11426,6817,762,3847,33.67
302021029,6611,4741,165,1705,25.79
302021030,4541,3623,83,835,18.39
302021031,14432,11015,466,2951,20.45
302021032,6917,5217,380,1320,19.08
302021033,7153,5568,289,1296,18.12
302021034,10344,8136,230,1978,19.12
302031035,9596,6785,311,2500,26.05
302031036,125,12,14,99,79.2
302031037,2076,1253,127,696,33.53
302031038,7068,5141,238,1689,23.9
302031039,10789,8087,362,2340,21.69
302031040,13305,8781,596,3928,29.52
302041041,17488,12641,432,4415,25.25
302041042,9664,7603,292,1769,18.31
302041043,3773,2919,156,698,18.5
302041044,6826,5348,227,1251,18.33
302041045,14097,8201,443,5453,38.68
302041046,9323,6000,630,2693,28.89
303011047,12145,9722,230,2193,18.06
303011048,6930,4862,256,1812,26.15
303011049,11826,8621,311,2894,24.47
303011050,6884,4792,286,1806,26.23
303011051,16504,10547,350,5607,33.97
303021052,11935,7901,418,3616,30.3
303021053,17810,12806,594,4410,24.76
303021054,5008,3338,193,1477,29.49
303021055,10524,7060,418,3046,28.94
303021056,8895,6708,343,1844,20.73
303021057,6419,4656,257,1506,23.46
303021058,8597,4590,555,3452,40.15
303021059,10200,7330,421,2449,24.01
303031060,15186,6574,565,8047,52.99
303031061,5979,2303,232,3444,57.6
303031062,8880,5594,204,3082,34.71
303031063,15873,10907,743,4223,26.6
303031064,11020,5201,217,5602,50.83
303031065,10988,6123,603,4262,38.79
303031066,11444,6590,209,4645,40.59
303041067,5704,2731,276,2697,47.28
303041068,10825,7742,364,2719,25.12
303041069,4870,1716,257,2897,59.49
303041070,7562,5519,245,1798,23.78
303041071,10944,8739,212,1993,18.21
303051072,9020,4956,360,3704,41.06
303051073,22845,9206,876,12763,55.87
303051074,10220,4762,232,5226,51.14
303051075,16095,8429,357,7309,45.41
303051076,9711,5595,775,3341,34.4
303061077,9025,4161,263,4601,50.98
303061078,14046,6008,532,7506,53.44
303061079,9033,3582,392,5059,56.01
303061080,18085,7790,808,9487,52.46
304011081,7645,5075,160,2410,31.52
304011082,7086,4444,165,2477,34.96
304011083,4121,2785,83,1253,30.41
304011084,9716,6177,164,3375,34.74
304011085,4444,2777,53,1614,36.32
304021086,10528,6792,171,3565,33.86
304021087,7020,4550,186,2284,32.54
304021088,10731,6717,148,3866,36.03
304021089,4345,2812,77,1456,33.51
304021090,9438,6179,161,3098,32.82
304021091,5673,3821,260,1592,28.06
304031092,7849,5764,161,1924,24.51
304031093,5321,3857,176,1288,24.21
304031094,13430,7409,366,5655,42.11
304031095,6452,4618,166,1668,25.85
304031096,12220,6656,566,4998,40.9
304031097,9020,5613,240,3167,35.11
304041098,9042,6832,475,1735,19.19
304041099,33,19,3,11,33.33
304041100,7416,5795,269,1352,18.23
304041101,8909,7068,278,1563,17.54
304041102,0,0,0,0,0
304041103,17099,12615,283,4201,24.57
304041104,11681,8994,193,2494,21.35
305011105,13310,5616,1012,6682,50.2
305011106,9512,4888,721,3903,41.03
305011107,6372,3949,288,2135,33.51
305011108,9761,5793,605,3363,34.45
305011109,12454,8158,805,3491,28.03
305011110,14243,5632,1574,7037,49.41
305011111,6860,2922,594,3344,48.75
305011112,14953,8424,773,5756,38.49
305021113,4554,3317,152,1085,23.83
305021114,7407,5177,247,1983,26.77
305021115,6118,3935,347,1836,30.01
305021116,5133,3874,124,1135,22.11
305021117,14308,10215,701,3392,23.71
305021118,6857,5268,191,1398,20.39
305031119,4305,2882,228,1195,27.76
305031120,6593,5095,182,1316,19.96
305031121,5769,4079,284,1406,24.37
305031122,10754,7469,355,2930,27.25
305031123,4627,3749,84,794,17.16
305031124,6768,4421,384,1963,29.0
305031125,4949,3847,159,943,19.05
305031126,10165,5736,463,3966,39.02
305031127,5083,3575,238,1270,24.99
305031128,18016,10958,1258,5800,32.19
305031129,4031,3172,82,777,19.28
305031130,7978,5765,333,1880,23.56
305031131,11025,7721,420,2884,26.16
305041132,13716,10764,280,2672,19.48
305041133,5670,4039,183,1448,25.54
305041134,10343,8096,273,1974,19.09
305041135,12197,8818,407,2972,24.37
305041136,5975,4472,191,1312,21.96
305041137,12428,7778,412,4238,34.1
306011138,5537,4179,198,1160,20.95
306011139,11789,7605,724,3460,29.35
306011140,3742,2866,148,728,19.45
306011141,13784,10149,569,3066,22.24
306011142,16791,11424,929,4438,26.43
306011143,6133,4218,530,1385,22.58
306021144,8360,6404,562,1394,16.67
306021145,12567,5798,2679,4090,32.55
306021146,8376,6194,582,1600,19.1
306021147,11409,8710,1104,1595,13.98
306021148,9838,7823,848,1167,11.86
306021149,9963,6813,588,2562,25.72
306021150,7,7,0,0,0.0
306021151,6175,3908,884,1383,22.4
306021152,5191,3209,596,1386,26.7
306021153,8678,6420,397,1861,21.45
306021154,6519,3824,900,1795,27.53
306021155,4918,3553,492,873,17.75
306021156,8353,5970,469,1914,22.91
306021157,5127,3378,746,1003,19.56
306031158,4568,3522,528,518,11.34
306031159,9257,6802,865,1590,17.18
306031160,8002,6169,970,863,10.78
306031161,10999,8137,1198,1664,15.13
306031162,4,0,0,4,100.0
306031163,2505,2432,66,7,0.28
306041164,6674,4950,735,989,14.82
306041165,5582,3170,764,1648,29.52
306051166,11625,8898,1128,1599,13.75
306051167,5522,4123,793,606,10.97
306051168,4826,3210,599,1017,21.07
306051169,9095,7010,824,1261,13.86
306051170,11825,8581,1231,2013,17.02
307011171,4320,3597,451,272,6.3
307011172,8775,6917,1113,745,8.49
307011173,6230,5261,573,396,6.36
307011174,4065,3419,398,248,6.1
307011175,4180,3268,573,339,8.11
307011176,6838,5458,728,652,9.53
307011177,5989,5055,691,243,4.06
307011178,3851,3062,477,312,8.1
307021179,9175,7412,935,828,9.02
307021180,7662,6450,633,579,7.56
307021181,3223,2497,350,376,11.67
307021182,5791,4872,515,404,6.98
307021183,17015,14451,1293,1271,7.47
307031184,5109,4352,391,366,7.16
307031185,4360,3680,342,338,7.75
307031186,4991,4039,501,451,9.04
307031187,5286,4033,445,808,15.29
307031188,6247,4830,616,801,12.82
307031189,15525,13034,1159,1332,8.58
308011190,7156,5640,971,545,7.62
308011191,7616,5887,1078,651,8.55
308011192,14089,10829,1181,2079,14.76
308031205,7024,5738,632,654,9.31
308031206,1948,1589,270,89,4.57
308031207,5798,4682,517,599,10.33
308031208,9059,7734,447,878,9.69
308031209,5224,4637,306,281,5.38
308031210,12379,10678,741,960,7.76
308031211,4880,3913,351,616,12.62
308031212,2945,2266,473,206,6.99
308031213,10709,8395,626,1688,15.76
308031214,5292,4531,373,388,7.33
308031215,7477,6164,552,761,10.18
308031216,5903,5090,346,467,7.91
308031217,3364,2658,359,347,10.32
308031218,3507,2914,313,280,7.98
308031219,4598,3582,649,367,7.98
308031220,3002,2470,410,122,4.06
308031221,22,18,8,0,0.0
308031222,7989,6479,501,1009,12.63
308031223,20244,16428,1352,2464,12.17
308041528,8817,7277,1140,400,4.54
308041529,5694,4164,803,727,12.77
308051530,6807,5026,938,843,12.38
308051531,10063,8095,500,1468,14.59
308051532,30,21,0,9,30.0
308051533,14161,11341,693,2127,15.02
308051534,6174,4465,634,1075,17.41
308051535,11529,9693,870,966,8.38
308051536,3533,2940,172,421,11.92
308051537,0,0,0,0,0
308051538,6387,5174,447,766,11.99
308051539,4832,3789,281,762,15.77
309011224,8164,5344,420,2400,29.4
309011225,9176,6405,790,1981,21.59
309011226,14413,10500,568,3345,23.21
309011227,13997,8464,1360,4173,29.81
309011228,13205,8769,656,3780,28.63
309011229,7445,5336,429,1680,22.57
309021230,6491,4666,470,1355,20.88
309021231,12339,9373,724,2242,18.17
309021232,9797,7688,395,1714,17.5
309021233,12539,9691,529,2319,18.49
309021234,16349,12552,909,2888,17.66
309031235,11171,6647,417,4107,36.76
309031236,9973,5685,704,3584,35.94
309031237,10298,6409,568,3321,32.25
309031238,18643,10979,1426,6238,33.46
309031239,9991,6715,710,2566,25.68
309031240,9308,6034,479,2795,30.03
309041241,4420,3257,243,920,20.81
309041242,15692,11243,976,3473,22.13
309051243,7674,5873,375,1426,18.58
309051244,19552,13803,711,5038,25.77
309051245,8810,6173,355,2282,25.9
309061246,13147,8898,530,3719,28.29
309061247,8433,5973,358,2102,24.93
309061248,21260,15167,1090,5003,23.53
309061249,18308,11872,621,5815,31.76
309061250,8542,6057,425,2060,24.12
309071251,20225,12813,1438,5974,29.54
309071252,18949,12002,742,6205,32.75
309071253,14665,8607,870,5188,35.38
309071254,4607,3621,198,788,17.1
309071256,17920,12235,594,5091,28.41
309071552,10681,7673,541,2467,23.1
309071553,11879,8689,409,2781,23.41
309071554,9910,6187,492,3231,32.6
309071555,10491,6647,898,2946,28.08
309071556,11420,7818,400,3202,28.04
309071557,20287,13474,968,5845,28.81
309071558,7027,4868,386,1773,25.23
309081259,4395,2534,207,1654,37.63
309081260,7210,4609,440,2161,29.97
309081262,16639,10302,716,5621,33.78
309081559,16861,10640,559,5662,33.58
309081560,8804,5376,426,3002,34.1
309091263,12415,7761,1036,3618,29.14
309091264,6450,3833,361,2256,34.98
309091265,8837,5599,433,2805,31.74
309091540,17891,9183,1688,7020,39.24
309091541,18893,10702,1216,6975,36.92
309101267,9889,5718,543,3628,36.69
309101268,4895,3115,248,1532,31.3
309101269,3998,2489,477,1032,25.81
309101561,12204,5789,1477,4938,40.46
309101562,14210,6706,1946,5558,39.11
310011271,4699,2663,205,1831,38.97
310011272,8254,3980,373,3901,47.26
310011274,19891,9210,1668,9013,45.31
310011275,8578,5819,298,2461,28.69
310011276,6220,4571,270,1379,22.17
310011563,8598,4176,377,4045,47.05
310011564,22478,12951,679,8848,39.36
310021277,12617,10491,945,1181,9.36
310021278,5052,4068,297,687,13.6
310021279,0,0,0,0,0
310021280,21208,17485,1265,2458,11.59
310021281,14197,11749,837,1611,11.35
310021282,14217,11664,1270,1283,9.02
310031283,12115,10037,671,1407,11.61
310031284,9334,7138,653,1543,16.53
310031285,6817,5857,259,701,10.28
310031286,6715,5399,425,891,13.27
310031287,17975,14531,1125,2319,12.9
310031288,4561,3903,97,561,12.3
310031289,6694,5410,191,1093,16.33
310031290,6032,4591,114,1327,22.0
310031291,8268,6837,482,949,11.48
310031292,6416,5289,390,737,11.49
310031293,15154,12743,635,1776,11.72
310031294,12774,9906,489,2379,18.62
310031295,3067,2052,394,621,20.25
310041297,9249,6493,422,2334,25.24
310041298,8,5,0,3,37.5
310041299,11686,7411,571,3704,31.7
